ID,atom:entry,atom:id,atom:link,atom:summary,atom:title,atom:updated,cac-place-ext:AdditionalPublicationDocumentReference,cac-place-ext:AdditionalPublicationRequest,cac-place-ext:AdditionalPublicationStatus,cac-place-ext:ContractFolderStatus,cac-place-ext:GeneralDocument,cac-place-ext:GeneralDocumentDocumentReference,cac-place-ext:LocatedContractingParty,cac-place-ext:ParentLocatedParty,cac-place-ext:ValidNoticeInfo,cac:AdditionalDocumentReference,cac:Address,cac:AddressLine,cac:AllowedSubcontractTerms,cac:Attachment,cac:AuctionTerms,cac:AwardedTenderedProject,cac:AwardingCriteria,cac:AwardingTerms,cac:BudgetAmount,cac:ClassificationCategory,cac:Contact,cac:Contract,cac:ContractExtension,cac:ContractModification,cac:ContractModificationLegalMonetaryTotal,cac:Country,cac:DocumentAvailabilityPeriod,cac:EconomicOperatorShortList,cac:ExternalReference,cac:FinalLegalMonetaryTotal,cac:FinancialEvaluationCriteria,cac:Language,cac:LegalDocumentReference,cac:LegalMonetaryTotal,cac:OptionValidityPeriod,cac:ParticipationRequestReceptionPeriod,cac:Party,cac:PartyIdentification,cac:PartyName,cac:PlannedPeriod,cac:PostalAddress,cac:ProcurementLegislationDocumentReference,cac:ProcurementProject,cac:ProcurementProjectLot,cac:RealizedLocation,cac:RequiredBusinessClassificationScheme,cac:RequiredCommodityClassification,cac:RequiredFinancialGuarantee,cac:SpecificTendererRequirement,cac:TechnicalDocumentReference,cac:TechnicalEvaluationCriteria,cac:TenderResult,cac:TenderSubmissionDeadlinePeriod,cac:TendererQualificationRequest,cac:TenderingProcess,cac:TenderingTerms,cac:WinningParty,cbc-place-ext:ContractFolderStatusCode,cbc-place-ext:NoticeTypeCode,cbc-place-ext:PublicationMediaName,cbc-place-ext:SendDate,cbc:AbnormallyLowTendersIndicator,cbc:AgencyID,cbc:AmountRate,cbc:AuctionConstraintIndicator,cbc:AwardDate,cbc:CityName,cbc:CodeValue,cbc:ContractFolderID,cbc:ContractID,cbc:ContractModificationDurationMeasure,cbc:ContractingPartyTypeCode,cbc:ContractingSystemCode,cbc:CountrySubentity,cbc:CountrySubentityCode,cbc:Description,cbc:DocumentHash,cbc:DocumentTypeCode,cbc:DurationMeasure,cbc:ElectronicMail,cbc:EndDate,cbc:EndTime,cbc:EstimatedOverallContractAmount,cbc:EvaluationCriteriaTypeCode,cbc:ExpectedQuantity,cbc:FileName,cbc:FinalDurationMeasure,cbc:FundingProgram,cbc:FundingProgramCode,cbc:GuaranteeTypeCode,cbc:HigherTenderAmount,cbc:ID,cbc:IdentificationCode,cbc:IssueDate,cbc:ItemClassificationCode,cbc:LiabilityAmount,cbc:LimitationDescription,cbc:Line,cbc:LotsCombinationContractingAuthorityRights,cbc:LowerTenderAmount,cbc:MaximumLotPresentationQuantity,cbc:MaximumQuantity,cbc:MaximumTendererAwardedLotsQuantity,cbc:MinimumQuantity,cbc:Name,cbc:Note,cbc:OptionsDescription,cbc:PartPresentationCode,cbc:PayableAmount,cbc:PersonalSituation,cbc:PostalZone,cbc:PriceRevisionFormulaDescription,cbc:ProcedureCode,cbc:ProcurementProjectLotID,cbc:Rate,cbc:ReceivedTenderQuantity,cbc:RequiredCurriculaIndicator,cbc:RequirementTypeCode,cbc:ResultCode,cbc:SMEAwardedIndicator,cbc:StartDate,cbc:SubTypeCode,cbc:SubmissionMethodCode,cbc:TaxExclusiveAmount,cbc:Telefax,cbc:Telephone,cbc:TotalAmount,cbc:TypeCode,cbc:URI,cbc:UrgencyCode,cbc:VariantConstraintIndicator,cbc:WebsiteURI,cbc:WeightNumeric
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084754,1,1,1,1,1,1,2,0,2,1,5,5,1,0,2,1,1,1,0,8,0,0,2,1,1,0,1,0,0,0,0,2,1,0,8,0,1,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,2,1,5,1,1,0,1,1,1,1,0,1,2,2,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,4,3,0,1,1,2,2,1,2,0,5,0,0,0,1,0,12,2,2,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,1,1,1,1,1,1,1,8,1,1,0,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084755,1,1,1,1,1,1,2,0,2,1,0,0,1,7,2,0,1,1,1,2,1,0,2,1,1,0,1,0,0,0,0,2,0,0,2,0,2,1,1,0,0,0,1,1,8,1,1,1,1,0,1,0,1,0,9,1,1,0,1,1,1,1,0,1,2,2,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,6,2,0,1,1,1,1,1,3,0,0,0,0,0,0,0,5,2,2,1,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,1,0,0,0,1,9,0,0,0,1,1,1,1,1,1,1,2,1,1,1,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6952454,1,1,1,1,1,1,4,0,3,1,5,5,1,0,3,2,3,1,0,10,0,2,1,1,3,0,1,0,0,0,0,4,0,0,10,0,1,1,1,2,0,0,1,4,3,1,1,1,3,2,3,0,6,0,6,1,1,2,1,1,1,1,2,1,3,3,0,0,0,0,0,2,1,0,1,0,0,1,1,3,3,5,4,1,1,1,1,1,1,2,0,6,0,0,0,0,0,17,4,3,6,0,0,1,0,0,1,0,1,0,11,0,0,1,2,0,1,0,1,2,0,2,1,6,2,2,0,1,1,5,1,1,3,1,10,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/5598119,1,1,1,1,1,1,9,0,4,1,20,20,1,0,4,0,1,1,0,24,1,1,3,1,1,0,1,1,1,0,0,2,1,0,24,0,1,1,1,1,1,0,1,3,2,1,1,1,1,0,1,0,1,1,4,1,4,1,1,1,1,1,1,1,4,4,0,0,0,1,1,1,2,0,1,0,0,1,1,1,1,11,2,2,1,1,2,2,1,5,0,22,0,0,0,1,1,28,2,8,1,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,2,1,1,0,0,1,1,4,1,0,1,1,1,2,1,1,1,1,24,1,1,1,3
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6966500,1,1,1,1,1,1,5,0,4,1,0,0,1,4,4,2,1,1,0,5,0,1,2,1,1,0,1,0,1,0,0,2,1,0,5,0,1,1,1,1,1,0,1,2,6,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,6,4,1,1,1,2,2,1,2,0,1,0,0,0,0,1,8,2,4,1,0,0,1,0,1,0,0,0,0,10,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,2,1,1,1,1,5,1,1,1,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084756,1,1,1,1,1,1,4,0,2,1,0,0,1,0,2,0,1,1,0,3,0,1,0,0,1,0,1,1,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2,2,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,2,0,1,1,0,1,0,0,2,0,0,0,0,0,7,2,3,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,2,1,1,2,0,0,1,1,3,1,0,0,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084757,1,1,1,1,1,1,1,0,1,1,5,5,1,0,1,0,1,1,0,5,0,1,0,0,1,1,1,0,0,0,0,2,0,0,5,0,0,1,0,1,0,0,1,3,2,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,5,0,0,0,0,0,11,2,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,2,0,0,1,1,5,1,0,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6977405,1,1,1,1,1,1,4,0,3,1,3,3,1,5,3,3,1,1,0,9,1,1,4,1,1,0,1,0,0,0,0,2,1,0,9,0,0,1,1,1,0,0,1,2,7,1,1,1,1,0,1,0,3,0,1,1,0,1,1,1,1,1,1,1,3,3,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,5,5,1,0,1,3,2,1,0,0,4,0,0,0,0,1,12,2,3,3,0,0,1,0,1,0,0,0,0,11,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,2,1,1,1,1,9,1,1,0,4
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/4126754,1,1,1,1,1,1,6,0,4,1,4,4,1,0,4,0,1,1,0,8,1,1,5,1,1,0,1,1,0,0,0,2,1,0,8,0,1,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,5,1,4,1,1,1,1,1,1,1,1,1,4,4,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,9,2,2,1,1,2,2,1,2,0,6,0,0,0,1,1,12,2,5,5,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,1,1,0,0,1,1,4,1,0,1,1,1,2,1,1,1,1,8,1,1,1,5
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084758,1,1,1,1,1,1,2,0,1,1,0,0,1,0,1,1,1,1,0,3,0,0,1,1,1,0,1,0,0,0,0,2,1,1,3,0,0,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,1,3,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,2,1,1,1,2,2,1,0,1,1,0,0,1,3,0,6,2,1,1,3,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084759,1,1,1,1,1,1,2,0,1,1,2,2,1,0,1,0,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,0,1,0,0,1,3,2,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,7,2,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084760,1,1,1,1,1,1,2,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,2,0,0,1,0,0,1,0,1,1,0,1,3,2,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,2,0,1,0,0,1,1,1,1,3,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,5,2,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,2,0,1,0,0,1,1,0,1,0,1,1,1,2,0,0,1,1,1,1,1,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084761,1,1,1,1,1,1,2,0,2,1,0,0,1,7,2,0,1,1,1,2,1,0,2,1,1,0,1,0,0,0,0,2,0,0,2,0,2,1,1,0,0,1,1,1,8,1,1,1,1,0,1,0,1,0,9,1,1,0,1,1,1,1,0,1,2,2,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,7,2,0,1,1,2,2,1,3,0,0,0,0,0,0,0,5,2,2,1,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,1,0,0,0,1,9,0,0,0,1,1,1,1,1,1,1,2,1,1,1,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084762,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,1,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,2,0,1,1,1,1,1,0,1,1,0,0,0,0,0,8,2,1,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,2,0,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084763,1,1,1,1,1,1,2,0,2,1,2,2,1,0,2,0,1,1,0,4,0,0,3,1,1,0,1,0,0,0,0,2,0,0,4,0,1,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,1,1,1,1,6,0,1,1,1,1,0,1,2,2,0,0,0,1,0,0,2,0,1,0,0,1,1,1,1,10,2,0,1,1,1,1,1,7,0,2,0,0,0,1,0,8,2,2,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,4,1,1,1,3
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084764,1,1,1,1,1,1,2,0,2,1,3,3,1,0,2,0,1,1,0,5,0,0,3,1,1,0,1,0,0,0,0,2,0,0,5,0,0,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,1,1,0,1,2,0,1,1,1,1,0,1,2,2,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,6,2,0,1,1,1,1,1,2,0,3,0,0,0,1,0,9,2,2,1,0,0,1,0,0,0,0,0,0,5,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,5,1,1,0,3
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084765,1,1,1,1,1,1,2,0,2,1,2,2,1,0,2,4,1,1,0,8,1,0,3,1,1,0,1,0,0,0,0,2,1,0,8,0,1,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,0,1,2,1,0,0,1,1,1,1,0,1,2,2,0,0,0,1,1,0,2,0,1,0,0,1,1,1,1,4,6,0,1,1,2,2,1,1,0,2,0,0,0,1,0,12,2,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,1,1,1,0,1,1,1,8,1,1,0,3
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6604980,1,1,1,1,1,1,5,0,4,1,1,1,1,6,4,0,11,1,0,4,0,14,2,1,11,0,1,0,0,0,0,12,1,0,4,0,0,1,1,12,0,0,1,13,19,1,1,1,11,10,11,0,77,0,0,1,1,14,1,1,1,1,12,1,4,4,0,6,0,0,0,14,1,0,1,0,0,1,1,11,11,16,2,1,1,1,2,2,1,1,0,2,0,0,0,0,0,28,12,4,77,0,0,1,0,0,0,0,0,0,43,0,0,1,12,1,1,0,1,14,0,14,1,0,14,12,0,1,1,23,1,1,11,1,4,1,1,1,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084766,1,1,1,1,1,1,2,0,2,1,2,2,1,0,2,1,1,1,0,5,1,0,4,1,1,0,1,0,0,0,0,2,0,0,5,0,1,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,2,1,0,1,1,0,1,1,1,1,0,1,2,2,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,6,3,0,1,1,1,1,1,2,0,2,0,0,0,1,0,9,2,2,2,1,0,1,0,0,1,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,5,1,0,1,4
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084767,1,1,1,1,1,1,2,0,2,1,0,0,1,7,2,0,1,1,1,2,1,0,2,1,1,0,1,0,0,0,0,2,0,0,2,0,2,1,1,0,0,1,1,1,8,1,1,1,1,0,1,0,1,0,9,1,1,0,1,1,1,1,0,1,2,2,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,7,2,0,1,1,2,2,1,3,0,0,0,0,0,0,0,5,2,2,1,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,2,0,1,0,0,0,1,9,0,0,0,1,1,1,1,1,1,1,2,1,1,1,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084768,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084769,1,1,1,1,1,1,2,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2,0,0,1,1,1,1,1,2,0,1,0,0,0,0,0,5,2,2,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6491336,1,1,1,1,1,1,4,0,3,1,15,15,1,0,3,0,1,1,0,18,0,1,2,1,1,0,1,0,0,0,0,2,1,0,18,0,1,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,1,4,1,3,1,1,1,1,1,1,1,3,3,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,8,2,1,1,1,2,2,1,4,0,16,0,0,0,1,1,22,2,3,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,4,1,0,0,1,1,2,1,1,1,1,18,1,1,1,2
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084770,1,1,1,1,1,1,2,0,2,1,0,0,1,0,2,0,1,1,0,2,0,0,1,1,1,0,1,0,0,0,0,2,1,0,2,0,1,1,1,0,0,0,1,2,1,1,1,1,1,0,1,0,2,0,2,1,1,0,1,1,1,1,0,1,2,2,0,0,0,0,0,0,2,0,1,0,0,1,1,1,1,3,2,0,1,1,2,2,1,2,0,0,0,0,0,0,0,6,2,2,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,2,1,1,0,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084771,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084772,1,1,1,1,1,1,2,0,2,1,3,3,1,6,2,3,1,1,0,8,0,0,3,1,1,0,1,0,1,0,0,2,0,0,8,0,0,1,1,0,1,0,1,1,7,1,1,1,1,0,1,0,1,0,6,1,0,0,1,1,1,1,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,4,5,0,1,1,1,1,1,0,0,3,0,0,0,0,0,11,2,2,1,0,0,1,0,0,0,0,0,0,11,0,0,0,0,1,1,0,1,0,0,0,1,6,0,0,0,1,1,1,1,1,1,1,8,1,1,1,3
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084773,1,1,1,1,1,1,2,0,2,1,0,0,1,0,2,2,1,1,0,4,0,0,0,0,1,0,1,0,1,0,0,2,1,0,4,0,1,1,1,0,1,1,1,2,1,1,1,1,1,0,1,0,1,0,2,1,7,0,1,1,1,1,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,9,4,0,1,1,3,3,1,8,0,0,0,0,0,0,0,8,2,2,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,1,1,0,0,1,1,4,1,0,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084774,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084775,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084776,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6483585,1,1,1,1,1,1,4,0,3,1,3,3,1,0,3,1,0,1,0,6,1,1,0,0,1,0,1,0,0,0,0,1,0,0,6,0,1,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,3,3,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,3,3,0,1,1,1,1,1,2,0,3,0,0,0,1,0,11,1,4,1,0,0,1,0,0,0,0,0,0,5,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,2,0,0,1,1,6,1,1,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084777,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6801151,1,1,1,1,1,1,5,0,4,1,5,5,1,6,4,0,1,1,0,8,0,1,1,1,1,0,1,1,0,0,0,2,1,0,8,0,1,1,1,1,0,0,1,2,8,1,1,1,1,0,1,0,2,1,3,1,1,1,1,1,1,1,1,1,4,4,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,4,2,1,1,1,2,2,1,2,0,6,0,0,0,1,1,12,2,5,2,0,0,1,0,1,0,0,0,0,12,0,0,0,1,0,1,0,1,0,0,1,1,3,1,0,0,1,1,2,0,0,1,1,8,1,0,0,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6922475,1,1,1,1,1,1,6,0,4,1,6,6,1,6,4,9,6,1,0,19,0,5,0,0,6,0,1,4,1,0,0,7,0,0,19,0,0,1,1,4,0,0,1,5,11,1,1,1,6,5,6,0,18,1,0,1,0,5,1,0,1,1,4,1,4,4,0,4,0,1,0,5,1,0,1,0,0,1,1,6,6,4,11,2,1,1,1,1,1,0,0,8,0,0,0,1,5,33,7,8,18,0,0,1,0,5,1,0,0,0,25,0,1,1,4,0,1,0,1,5,0,5,1,0,5,4,4,1,1,10,1,1,6,1,19,1,0,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/6687643,1,1,1,1,1,1,4,0,4,1,1,1,1,0,4,0,1,1,0,3,0,1,0,0,1,0,1,1,0,0,0,2,0,0,3,0,1,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,1,0,9,1,1,1,1,1,1,1,1,1,4,4,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,4,2,0,1,1,1,1,1,2,0,1,0,0,0,0,0,9,2,5,1,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,9,1,0,1,1,1,2,0,0,1,1,3,1,1,0,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084778,1,1,1,1,1,1,2,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,1,2,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,2,0,0,1,1,1,1,1,2,0,1,0,0,0,0,0,5,2,2,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084779,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
https://contrataciondelestado.es/sindicacion/licitacionesPerfilContratante/7084780,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,3,0,1,1,1,1,0,1,0,0,0,0,2,0,0,3,0,0,1,1,1,0,0,1,3,2,1,1,1,1,0,1,0,2,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,2,3,0,0,1,2,1,1,0,0,0,0,0,0,0,1,8,2,1,2,0,0,1,0,1,0,0,0,0,6,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,2,1,1,1,1,3,1,0,1,1
